"1702 Hunold,-Christian-Friedrich Die liebenswuerdige Adalie",/weil sie selbiges in kurtzen so bitter auff der,Welt,"gefunden
; und was dergleichen unruhigen Sorgen mehr waren /",0,
"1702 Hunold,-Christian-Friedrich Die liebenswuerdige Adalie","eines so unschätzbaren Verlustes / der durch nichts in
 der",Welt,"wieder zu ersetzen /stärckten  sie an
 den obengemeldeten Schluß",0,
"1702 Hunold,-Christian-Friedrich Die liebenswuerdige Adalie","etwas begegnen
 dürffte / das mich hernach zur unglückseelichsten der",Welt,"machte. Sorget dafür nicht / Englische Barsine, antwortete",0,
"1702 Hunold,-Christian-Friedrich Die liebenswuerdige Adalie",": der euch mit unbeschreiblichen Marter fast aller Orten
 der",Welt,gesuchet / und der nach höchst gewünschter Zusammenkunfft in eurer,0,
"1702 Hunold,-Christian-Friedrich Die liebenswuerdige Adalie","würcklich gesehen
 /und ihr ausser Adalien keine auff der",Welt,"glieche. Lionard, so hiesse dieser Cavallier, hatte",0,
"1702 Hunold,-Christian-Friedrich Die liebenswuerdige Adalie","Glückseeligkeit nicht gönnen wolte / diesen beliebtesten Titul von
 der",Welt,zu führen / da er doch eine Gutheit vor sich,0,
"1702 Hunold,-Christian-Friedrich Die liebenswuerdige Adalie","Doris, ich liebe nun zwar über alles in
 der",Welt,"die Einsamkeit
 / aber solte ich nicht zuweilen einen Zuhörer",0,
"1702 Hunold,-Christian-Friedrich Die liebenswuerdige Adalie","Vergnügen / weil ich erst die schönsten Lippen
von
 der",Welt,"geküsset. Nein / mein Licht / sagte Barsine,",0,
"1702 Hunold,-Christian-Friedrich Die liebenswuerdige Adalie",so sehr ergeben / daß sie auch alle Reiche der,Welt,"nicht mit
ihm
 vertauscht hätte / wofern er nur die",0,
"1702 Hunold,-Christian-Friedrich Die liebenswuerdige Adalie","Adaliens, welche über den Stand und alle Schätzbarkeiten der",Welt,"giengen
 / und erwiese ihnen hinwiederum so viel Complasance,",0,
"1702 Hunold,-Christian-Friedrich Die liebenswuerdige Adalie",als ein kluger Kopff mit Phantasien: und wer die,Welt,"nicht als einen aller Augen
geöffneten
Platz
 / sondern als",0,
