1830 Stendhal Rot und Schwarz,", – dann geben
 Sie mich um keinen Preis der",Welt,"her
! Ich bitte Sie flehentlichst: sagen Sie,",0,
1830 Stendhal Rot und Schwarz,"verengt ... Ein verschlagener Jesuit, der die",Welt,"kennt, könnte mir hier
 besser helfen ...",0,
1830 Stendhal Rot und Schwarz,"das Leben im
Jenseits
 und an die absolute Nichtigkeit dieser",Welt,"völlig beherrscht werden.
An
 die Wände
 der Gänge
 waren",0,
1830 Stendhal Rot und Schwarz,ein Besessener vor Qual und Kummer. Er beurteilte die,Welt,und das Leben nur noch in Beziehung zu seinen Erfolgen,0,
1830 Stendhal Rot und Schwarz,"wie es ist, und sie mit Abscheu vor
 dieser",Welt,"und ihrem Gepränge zu erfüllen ...«
»",0,
1830 Stendhal Rot und Schwarz,"So aber sagte er sich: »Wo auf
 der",Welt,"schlägt für mich ein Herz
? Und selbst wenn ich",0,
1830 Stendhal Rot und Schwarz,"an bekannt vorgekommen.
Julian hatte maßlose Lust, die",Welt,von einem der gemeinsten Schurken zu befreien. Aber er,0,
1830 Stendhal Rot und Schwarz,! Ich fühle mich den größten und kühnsten Dingen der,Welt,"gewachsen
. Zu was könnte ich einen Fürsten und Helden",0,
1830 Stendhal Rot und Schwarz,übliche Verfassung ... Das ist der Gang der,Welt,"! Schachspiel, weiter nichts!«
»Damals«",0,
1830 Stendhal Rot und Schwarz,"nach
England
 exportiert. Und drittens: nichts auf
 der",Welt,"ist so schön, wunderbar und rührend wie die englische",0,
1830 Stendhal Rot und Schwarz,"offenbar verfahren hatte. Andrerseits wäre ihm nichts in
 der",Welt,"peinlicher gewesen, als einem sicheren Siege entgegenzugehen.
                                      Als",0,
1830 Stendhal Rot und Schwarz,"so ist es mir nicht vergönnt, namenlos aus
 dieser",Welt,zu scheiden. In acht Wochen bin ich tot.,0,
1830 Stendhal Rot und Schwarz,"steht dem Leben neutral gegenüber
. Schon schaut
 er die",Welt,"in
 der Verklärung. In diesem Sinne hat Ludwig der",0,
1830 Stendhal Rot und Schwarz,« sagte sie. »Ich werde allen Gefahren der,Welt,"trotzen, ohne mit der Wimper zu zucken. Nur",0,
1830 Stendhal Rot und Schwarz,"nicht gering, zumal in einer der köstlichsten Berglandschaften
 der",Welt,".
Bei Frau Dervilles Ankunft hatte Julian sofort das Gefühl",0,
1830 Stendhal Rot und Schwarz,"Schon dachte er daran, im rechten  Augenblick unbemerkt dieser",Welt,"zu entschlüpfen; aber noch hegte er Hoffnung, Frau",0,
1830 Stendhal Rot und Schwarz,"ernten.
»Nur ein Tor ärgert sich über
 die",Welt,"!« tröstete er sich. »Ein Stein
fällt",0,
1830 Stendhal Rot und Schwarz,"Ich bin überzeugt, daß ich eine Rolle in
 der",Welt,"spielen werde, und zwar eine große Rolle, denn",0,
1830 Stendhal Rot und Schwarz,"dir
 hast?« wiederholte Julian im ruhigsten Tone der",Welt,". »Man muß hier
 drei Groschen für die Nummer",0,
1830 Stendhal Rot und Schwarz,"nur eine Vorstufe. Hier
 erst bin ich in
 der",Welt,", so wie ich sie vor
mir
 haben werde,",0,
1830 Stendhal Rot und Schwarz,"um ihn zu reizen, daß ich aller Niedertracht der",Welt,"trotze, daß es auf
 der ganzen
Erde
 für mich",0,
1830 Stendhal Rot und Schwarz,", gestand er sich. »Ich glaubte in
 der",Welt,"zu sein, aber dort
, das war nur eine",0,
1830 Stendhal Rot und Schwarz,"! Reich
 und doch nicht glücklich! Draußen in
 der",Welt,wird er mich vergessen. Andre werden ihn lieben.,0,
1830 Stendhal Rot und Schwarz,Insofern war Julian Emporkömmling. Eine hübsche Dame der großen,Welt,"macht auf
 einen geistvollen Mann aus
 dem Volke
, dem",0,
1830 Stendhal Rot und Schwarz,"der vergessen bin, die ich über alles in
 der",Welt,"geliebt habe. Ich verlasse
 es auf
Nimmerwiedersehn
. Ich",0,
1830 Stendhal Rot und Schwarz,"Angstmeier behaupten es.«
»Wie hat sich die",Welt,"geändert! Zu seiner Zeit, das war ein ander",0,
1830 Stendhal Rot und Schwarz,"Verächtlichsten und Widerwärtigsten  zu verbringen, was es in
 der",Welt,"gibt. Kaum elf Monate später, im Frühjahr,",0,
1830 Stendhal Rot und Schwarz,"Aber, pardon, für Sie natürlich der herrlichste der",Welt,"... Es ist also unbedingt nötig, daß",0,
1830 Stendhal Rot und Schwarz,"weiße Schatten war verschwunden
.
»Um alles in
 der",Welt,": öffne
 mir!« bat Julian. »Ich",0,
1830 Stendhal Rot und Schwarz,"zu
: »Hören
 Sie das Gewitter? In
 dieser",Welt,ist jeder sich selbst der Nächste! Ich habe keine,0,
1830 Stendhal Rot und Schwarz,"Schicksal seines Sohnes, der noch gar nicht auf
 der",Welt,"war, erfüllte
ihn
 mit Träumen. Das unerwartete,",0,
1830 Stendhal Rot und Schwarz,"Ihm aber schien sich endlich der Weg
in
 die große",Welt,"aufzutun. Nach
Paris
 zu kommen
, das er sich",0,
1830 Stendhal Rot und Schwarz,"eine Bitte, gnädige Frau. Um alles in
 der",Welt,", sehen
 Sie sich das Bild nicht an! Es",0,
